ID2;id;Barrio;barrio;comuna;Id_Arbol;grupo;nombre_comun;nombre_cientifico;union;familia;vegetacion;edad;perimetro;cobertura;confinamiento;emplazamiento;pb;pap;DAP;DAP2;papdel;papgrueso;altura_fuste;altura_arbol;diferencia;diametro_copa;inclinacion;orientacion;otra_orientacion;fuste;tallos;raiz;raiz_expuesta;copa;densidad_copa;vitalidad;Norte;Este
2275;0101G31265370;101;Terron Colorado;1;265370;G31 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;0.68;0;0.1;0.1;0.11;0.52;0.7;3.5;2.8;2.6;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;873765,25;1057504,97
2276;0101G31265371;101;Terron Colorado;1;265371;G31 ;Palma real de Cuba;Roystonea regia;Roystonea regia (Palma real de Cuba);Arecaceae;Palma;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;1.67;1.24;0.39;0.39;0;0;8;10.5;2.5;5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Sano    ;873785,32;1057414,45
2277;0101G31265372;101;Terron Colorado;1;265372;G31 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Juvenil        ;N/A;Jardin              ;No;Anden                              ;0.3;0;0.06;0.06;0.14;0.22;1.8;2.6;0.8;3;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873766,31;1057364,93
2278;0101G31265373;101;Terron Colorado;1;265373;G31 ;Garvanzo, Duranta;Duranta erecta;Duranta erecta (Garvanzo, Duranta);Verbenaceae;Arbusto;Maduro         ;N/A;Jardin              ;No;Anden                              ;0.37;0;0.03;0.03;0.08;0.1;1;1.8;0.8;1.4;0;Ninguna;N/A;Fuste Polifurcado;7;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Sano    ;873741,25;1057275,62
2279;0101G31265374;101;Terron Colorado;1;265374;G31 ;Guayacan amarillo, Chicala;Handroanthus chrysanthus;Handroanthus chrysanthus (Guayacan amarillo, Chicala);Bignoniaceae;Arbol;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;1.16;1.07;0.34;0.34;0;0;3.25;6;2.75;6;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Muerto  ;873712,69;1057264,61
2280;0101G31265375;101;Terron Colorado;1;265375;G31 ;Amancayo, Blanco, Azuceno;Plumeria alba;Plumeria alba (Amancayo, Blanco, Azuceno);Apocynaceae;Arbol;Maduro         ;N/A;Jardin              ;No;Anden                              ;0.76;0.73;0.23;0.23;0;0;5;9;4;8;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Muerto  ;873698,88;1057275,38
2281;0101G31265376;101;Terron Colorado;1;265376;G31 ;Araucaria;Araucaria excelsa;Araucaria excelsa (Araucaria);Araucariaceae;Arbol;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;0.94;0.89;0.28;0.28;0;0;2;10;8;5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Conica         ;Medio (34 - 66%)    ;Sano    ;873736,82;1057398,65
2282;0101G31265377;101;Terron Colorado;1;265377;G31 ;Carbonero;Calliandra pittieri;Calliandra pittieri (Carbonero);Fabaceae;Arbol;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;0.13;0;0.03;0.03;0.08;0.1;1.5;2.6;1.1;2;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Sano    ;873749,16;1057417,58
2283;0101G31265378;101;Terron Colorado;1;265378;G31 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;0.41;0;0.04;0.04;0.11;0.16;0.5;1.8;1.3;1.2;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Columnar       ;Bajo (0 - 33%)      ;Sano    ;873749,11;1057418,39
2284;0101G31265379;101;Terron Colorado;1;265379;G31 ;Cojon de cabrito, Pepa de cabra, Cajeto, Enebro;Cascabela thevetia;Cascabela thevetia (Cojon de cabrito, Pepa de cabra, Cajeto, Enebro);Apocynaceae;Arbusto;Maduro         ;N/A;Jardin              ;Si;Anden                              ;0.71;0;0.12;0.12;0.22;0.54;2.5;3.6;1.1;5;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873744,27;1057466,69
2285;0101G31265380;101;Terron Colorado;1;265380;G31 ;Palma manila, Palma navidad;Adonidia merrillii;Adonidia merrillii (Palma manila, Palma navidad);Arecaceae;Palma;Juvenil        ;N/A;Cesped              ;No;Anden                              ;0.62;0.28;0.09;0.09;0;0;1.9;3.2;1.3;3;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Sano    ;873676,91;1057405,01
2286;0101G31265381;101;Terron Colorado;1;265381;G31 ;Drago;Dracaena draco;Dracaena draco (Drago);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Jardin              ;No;Anden                              ;0.75;0;0.06;0.06;0.11;0.26;2.5;5.8;3.3;4.6;0;Ninguna;N/A;Fuste Polifurcado;6;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Sano    ;873629,21;1057221,05
2287;0101G31265382;101;Terron Colorado;1;265382;G31 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Jardin              ;No;Anden                              ;0.63;0;0.08;0.08;0.23;0.25;1.7;2.5;0.8;1.2;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Sano    ;873625,92;1057222,48
2288;0101G31265383;101;Terron Colorado;1;265383;G31 ;Croton ornamental;Codiaeum variegatum;Codiaeum variegatum (Croton ornamental);Euphorbiaceae;Arbusto;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;0.96;0;0.05;0.05;0.16;0.18;0.8;2.1;1.3;2;0;Ninguna;N/A;Fuste Polifurcado;7;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873624,09;1057226,95
2289;0101G31265384;101;Terron Colorado;1;265384;G31 ;Resucitado;Hibiscus rosa-sinensis;Hibiscus rosa-sinensis (Resucitado);Malvaceae;Arbusto;Maduro         ;N/A;Jardin              ;No;Anden                              ;0.62;0;0.07;0.07;0.22;0.23;1;1.8;0.8;1.5;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873566,46;1057247,99
2290;0101G31265385;101;Terron Colorado;1;265385;G31 ;Carbonero;Calliandra pittieri;Calliandra pittieri (Carbonero);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.65;0;0.04;0.04;0.12;0.16;1;1.8;0.8;2;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873560,78;1057253,42
2291;0101G31265386;101;Terron Colorado;1;265386;G31 ;Casco de vaca blanco;Bauhinia variegata;Bauhinia variegata (Casco de vaca blanco);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.78;0;0.2;0.2;0.4;0.83;5;8;3;8.5;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873563,72;1057266,66
2292;0101G31265387;101;Terron Colorado;1;265387;G31 ;Pino tuya, Pino libro;Platycladus orientalis;Platycladus orientalis (Pino tuya, Pino libro);Cupressaceae;Arbusto;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.23;0;0.05;0.05;0.12;0.18;0.7;2.1;1.4;1.8;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Conica         ;Medio (34 - 66%)    ;Sano    ;873572,13;1057325,08
2293;0101G31266928;101;Terron Colorado;1;266928;G31 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;1.71;0;0.09;0.09;0.23;0.31;2.6;4.2;1.6;5;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Sano    ;873574,92;1057348,49
2294;0101G31266929;101;Terron Colorado;1;266929;G31 ;Cojon de cabrito, Pepa de cabra, Cajeto, Enebro;Cascabela thevetia;Cascabela thevetia (Cojon de cabrito, Pepa de cabra, Cajeto, Enebro);Apocynaceae;Arbusto;Juvenil        ;N/A;Jardin              ;No;Anden                              ;0.13;0;0.03;0.03;0.09;0.1;1.5;2.2;0.7;2;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Globosa        ;Bajo (0 - 33%)      ;Regular ;873594,11;1057412,8
2295;0101G31266930;101;Terron Colorado;1;266930;G31 ;Palma manila, Palma navidad;Adonidia merrillii;Adonidia merrillii (Palma manila, Palma navidad);Arecaceae;Palma;Maduro         ;N/A;Jardin              ;No;Anden                              ;0.59;0.39;0.12;0.12;0;0;3;3.8;0.8;1.2;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Sano    ;873603,32;1057434,01
2296;0101G31266931;101;Terron Colorado;1;266931;G31 ;Palma manila, Palma navidad;Adonidia merrillii;Adonidia merrillii (Palma manila, Palma navidad);Arecaceae;Palma;Maduro         ;N/A;Jardin              ;No;Anden                              ;0.45;0.34;0.11;0.11;0;0;2.5;3.8;1.3;2;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Sano    ;873606,52;1057441,79
2297;0101G31266932;101;Terron Colorado;1;266932;G31 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;1.4;1.22;0.39;0.39;0;0;2;8;6;6;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Sano    ;873622,62;1057515,56
2298;0101G31266933;101;Terron Colorado;1;266933;G31 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.36;0;0.07;0.07;0.17;0.25;3.5;5.4;1.9;5;0;Ninguna;N/A;Fuste Polifurcado;8;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Sano    ;873615,01;1057540,92
2299;0101G31266934;101;Terron Colorado;1;266934;G31 ;Dracaena, Palo de agua;Dracaena sanderiana;Dracaena sanderiana (Dracaena, Palo de agua);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.12;0;0.04;0.04;0.1;0.14;0.5;2.6;2.1;1.8;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Columnar       ;Bajo (0 - 33%)      ;Sano    ;873610,84;1057579,68
2300;0101G31266935;101;Terron Colorado;1;266935;G31 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.6;0;0.09;0.09;0.2;0.38;1.8;4.5;2.7;3;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873606,53;1057581,76
2301;0101G31266936;101;Terron Colorado;1;266936;G31 ;Anon;Annona squamosa;Annona squamosa (Anon);Annonaceae;Arbol;Maduro         ;N/A;Jardin              ;No;Anden                              ;0.51;0.37;0.12;0.12;0;0;3;6.5;3.5;3.8;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873593,92;1057583,8
2302;0101G31266937;101;Terron Colorado;1;266937;G31 ;Arbol de la cruz, Ariza;Brownea ariza;Brownea ariza (Arbol de la cruz, Ariza);Fabaceae;Arbusto;Maduro         ;N/A;Cesped              ;Si;Anden                              ;0.53;0;0.08;0.08;0.19;0.32;1.8;3;1.2;3.6;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;873566,53;1057589,03
2303;0101G31266938;101;Terron Colorado;1;266938;G31 ;Limon;Citrus lemon;Citrus lemon (Limon);Rutaceae;Arbusto;Maduro         ;N/A;Cesped              ;Si;Anden                              ;0.76;0.42;0.13;0.13;0;0;4;6.3;2.3;3.8;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;Si;Globosa        ;Bajo (0 - 33%)      ;Regular ;873565,65;1057592,7
2304;0101G31266939;101;Terron Colorado;1;266939;G31 ;Aguacate;Persea americana;Persea americana (Aguacate);Lauraceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.43;0.4;0.13;0.13;0;0;2.2;6;3.8;7;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Bajo (0 - 33%)      ;Regular ;873561,48;1057592,18
2305;0101G31266940;101;Terron Colorado;1;266940;G31 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Cesped              ;Si;Anden                              ;0.3;0.15;0.05;0.05;0;0;1.5;2;0.5;1.3;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Sano    ;873564,5;1057592,16
2306;0101G31266941;101;Terron Colorado;1;266941;G31 ;Croton ornamental;Codiaeum variegatum;Codiaeum variegatum (Croton ornamental);Euphorbiaceae;Arbusto;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.57;0;0.06;0.06;0.12;0.25;0.7;2.2;1.5;1.5;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Sano    ;873560,02;1057588,18
2307;0101G31266942;101;Terron Colorado;1;266942;G31 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Cesped              ;No;Anden                              ;2.5;0;0.06;0.06;0.16;0.23;2;3.8;1.8;5;0;Ninguna;N/A;Fuste Polifurcado;7;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873555,09;1057515,77
2308;0101G31266943;101;Terron Colorado;1;266943;G31 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.1;0;0.1;0.1;0.18;0.46;0.5;2;1.5;2.2;0;Ninguna;N/A;Fuste Polifurcado;6;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;873556,34;1057510,65
2309;0101G31266944;101;Terron Colorado;1;266944;G31 ;Palma manila, Palma navidad;Adonidia merrillii;Adonidia merrillii (Palma manila, Palma navidad);Arecaceae;Palma;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.67;0.42;0.13;0.13;0;0;2.1;4.5;2.4;3.8;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873552,9;1057495,85
2310;0101G31266945;101;Terron Colorado;1;266945;G31 ;Acacia robinia;Caesalpinia peltophoroides;Caesalpinia peltophoroides (Acacia robinia);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.96;0.68;0.22;0.22;0;0;4;7;3;6;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873552,27;1057477,04
2311;0101G31266946;101;Terron Colorado;1;266946;G31 ;Acacia robinia;Caesalpinia peltophoroides;Caesalpinia peltophoroides (Acacia robinia);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.83;1.31;0.42;0.42;0;0;5;8;3;9;20;Direccion de la via;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873550,48;1057470,56
2312;0101G31266947;101;Terron Colorado;1;266947;G31 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Cesped              ;No;Anden                              ;2.22;0;0.08;0.08;0.16;0.33;2;7;5;5;0;Ninguna;N/A;Fuste Polifurcado;11;Subterranea    ;Si;Aparasolada    ;Bajo (0 - 33%)      ;Sano    ;873533,46;1057474,11
2313;0101G31266948;101;Terron Colorado;1;266948;G31 ;Acacia robinia;Caesalpinia peltophoroides;Caesalpinia peltophoroides (Acacia robinia);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Parque Urbano                      ;1.46;0;0.26;0.26;0.8;0.85;5;6.5;1.5;8;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Sano    ;873538,25;1057461,2
2314;0101G31266949;101;Terron Colorado;1;266949;G31 ;Chambimbe, Jaboncillo;Sapindus saponaria;Sapindus saponaria (Chambimbe, Jaboncillo);Sapindaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Parque Urbano                      ;2.05;0;0.36;0.36;0.83;1.41;7;9;2;12;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Globosa        ;Medio (34 - 66%)    ;Regular ;873539,66;1057458,91
2315;0101G31266950;101;Terron Colorado;1;266950;G31 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Cesped              ;No;Parque Urbano                      ;2.7;0;0.07;0.07;0.1;0.35;3;7;4;6;0;Ninguna;N/A;Fuste Polifurcado;23;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Sano    ;873538,66;1057450,29
2316;0101G31266951;101;Terron Colorado;1;266951;G31 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;1.1;0.93;0.3;0.3;0;0;2.5;4.2;1.7;3;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;873548,31;1057443,86
2317;0101G31266952;101;Terron Colorado;1;266952;G31 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;0.38;0.23;0.07;0.07;0;0;2.5;4.2;1.7;3;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;873545,52;1057443,65
2318;0101G31266953;101;Terron Colorado;1;266953;G31 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.35;0;0.12;0.12;0.27;0.51;2.5;5;2.5;3.4;0;Ninguna;N/A;Fuste Polifurcado;7;Subterranea    ;Si;Irregular      ;Alto (67 - 100%)    ;Regular ;873541,78;1057431,59
2319;0101G31266954;101;Terron Colorado;1;266954;G31 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.87;0;0.11;0.11;0.32;0.36;2.5;5;2.5;3.8;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;Si;Irregular      ;Alto (67 - 100%)    ;Regular ;873542,24;1057429,72
2320;0101G31266955;101;Terron Colorado;1;266955;G31 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.9;0;0.15;0.15;0.33;0.59;2;4.1;2.1;3;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Irregular      ;Alto (67 - 100%)    ;Regular ;873539,95;1057425,24
2321;0101G31266956;101;Terron Colorado;1;266956;G31 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.98;0;0.15;0.15;0.42;0.5;2;4.1;2.1;3;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Irregular      ;Alto (67 - 100%)    ;Regular ;873537,53;1057423,4
2322;0101G31266957;101;Terron Colorado;1;266957;G31 ;Palma Llorona;Livistona decipiens;Livistona decipiens (Palma Llorona);Arecaceae;Palma;Maduro         ;N/A;Cesped              ;No;Anden                              ;1.32;0.72;0.23;0.23;0;0;5;8;3;5;15;Otro;Zona VERDE;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873536,77;1057422,81
2323;0101G31266958;101;Terron Colorado;1;266958;G31 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Anden                              ;2.52;0;0.4;0.4;1.1;1.42;5;10;5;10;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;Si;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;873536,19;1057422,87
2324;0101G31266959;101;Terron Colorado;1;266959;G31 ;Resucitado;Hibiscus rosa-sinensis;Hibiscus rosa-sinensis (Resucitado);Malvaceae;Arbusto;Maduro         ;N/A;Cesped              ;No;Anden                              ;0.56;0;0.05;0.05;0.12;0.18;0.6;2.2;1.6;3;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Sano    ;873535,39;1057413,78
2325;0101G31266960;101;Terron Colorado;1;266960;G31 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;2.29;0;0.39;0.39;1.05;1.37;8;10;2;12;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Sano    ;873514,22;1057386,92
2326;0101G31266961;101;Terron Colorado;1;266961;G31 ;Floramarillo, Velero, Vainillo;Senna spectabilis;Senna spectabilis (Floramarillo, Velero, Vainillo);Caesalpiniaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;1.68;1.03;0.33;0.33;0;0;6;9;3;8;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873507,4;1057403,4
2327;0101G31266962;101;Terron Colorado;1;266962;G31 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;1.25;0.92;0.29;0.29;0;0;9;11;2;12;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Sano    ;873503,25;1057407,25
2328;0101G31266963;101;Terron Colorado;1;266963;G31 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.73;0.58;0.18;0.18;0;0;6;9;3;7;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Bajo (0 - 33%)      ;Regular ;873502,02;1057411,69
2329;0101G31266964;101;Terron Colorado;1;266964;G31 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;1.3;0;0.21;0.21;0.62;0.7;4;8;4;6;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873492,66;1057415,79
2330;0101G31266965;101;Terron Colorado;1;266965;G31 ;Palma real de Cuba;Roystonea regia;Roystonea regia (Palma real de Cuba);Arecaceae;Palma;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;1.54;1.43;0.46;0.46;0;0;8;12;4;6;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873494,72;1057357,86
2331;0101G31266966;101;Terron Colorado;1;266966;G31 ;Tulipan africano;Spathodea campanulata;Spathodea campanulata (Tulipan africano);Bignoniaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.68;0;0.09;0.09;0.18;0.37;2;6.2;4.2;5;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873484,1;1057347,58
2332;0101G31266967;101;Terron Colorado;1;266967;G31 ;Ebano, Ebano costeno;Caesalpinia ebano;Caesalpinia ebano (Ebano, Ebano costeno);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.27;0;0.06;0.06;0.17;0.18;1.7;2.8;1.1;3;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Sano    ;873480,71;1057335,69
2333;0101G31266968;101;Terron Colorado;1;266968;G31 ;Tulipan africano;Spathodea campanulata;Spathodea campanulata (Tulipan africano);Bignoniaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.82;0.54;0.17;0.17;0;0;3;7;4;5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873475,65;1057334,54
2334;0101G31266969;101;Terron Colorado;1;266969;G31 ;Tulipan africano;Spathodea campanulata;Spathodea campanulata (Tulipan africano);Bignoniaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.31;0;0.06;0.06;0.17;0.22;2;3.5;1.5;5;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Sano    ;873473,18;1057330,99
2335;0101G31266970;101;Terron Colorado;1;266970;G31 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.67;0.51;0.16;0.16;0;0;5;7.5;2.5;6;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;Si;Globosa        ;Medio (34 - 66%)    ;Regular ;873468,51;1057330,04
2336;0101G31266971;101;Terron Colorado;1;266971;G31 ;Cacao de monte, Sapotolongo, Castano silvestre, Zapote costeno;Pachira speciosa;Pachira speciosa (Cacao de monte, Sapotolongo, Castano silvestre, Zapote costeno);Malvaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Parque Urbano                      ;0.3;0.22;0.07;0.07;0;0;2.5;3.6;1.1;1.2;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873473,47;1057323,63
