ID2;id;Barrio;barrio;comuna;Id_Arbol;grupo;nombre_comun;nombre_cientifico;union;familia;vegetacion;edad;perimetro;cobertura;confinamiento;emplazamiento;pb;pap;DAP;DAP2;papdel;papgrueso;altura_fuste;altura_arbol;diferencia;diametro_copa;inclinacion;orientacion;otra_orientacion;fuste;tallos;raiz;raiz_expuesta;copa;densidad_copa;vitalidad;Norte;Este
56;0101G12263664;101;Terron Colorado;1;263664;G12 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Longevo        ;N/A;Cesped              ;No;Escenario depor/cult               ;2.06;0;0.12;0.12;0.32;0.43;3.5;6;2.5;7;20;Hacia la via;N/A;Fuste Polifurcado;5;Subterranea    ;Si;Irregular      ;Medio (34 - 66%)    ;Regular ;873525,64;1057599,81
57;0101G12263665;101;Terron Colorado;1;263665;G12 ;Carbonero de flor roja;Calliandra tweedii;Calliandra tweedii (Carbonero de flor roja);Fabaceae;Arbusto;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.45;0.31;0.1;0.1;0;0;2.5;3;0.5;5;10;Hacia la casa;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873593,87;1057825,73
58;0101G12263666;101;Terron Colorado;1;263666;G12 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Longevo        ;N/A;Piso duro           ;No;Escenario depor/cult               ;2.27;0;0.45;0.45;0.94;1.9;4;10;6;18;10;Otro;cancha;Fuste Polifurcado;2;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873576,19;1057825,31
59;0101G12263667;101;Terron Colorado;1;263667;G12 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;1.18;0;0.25;0.25;0.74;0.82;4;13;9;8;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Irregular      ;Medio (34 - 66%)    ;Regular ;873579,4;1057834,41
60;0101G12263668;101;Terron Colorado;1;263668;G12 ;Jazmin de noche, Caballero de la noche;Cestrum nocturnum;Cestrum nocturnum (Jazmin de noche, Caballero de la noche);Solanaceae;Arbusto;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.88;0;0.03;0.03;0.07;0.1;1.2;2.4;1.2;3;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873575,48;1057835,31
61;0101G12263669;101;Terron Colorado;1;263669;G12 ;Chiminango rojo, Espina de mono;Pithecellobium lanceolatum;Pithecellobium lanceolatum (Chiminango rojo, Espina de mono);Fabaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.65;0.49;0.16;0.16;0;0;3.5;7;3.5;4;10;Otro;escenario d.;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873578,44;1057837,04
62;0101G12263670;101;Terron Colorado;1;263670;G12 ;Aguacate;Persea americana;Persea americana (Aguacate);Lauraceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.36;0;0.06;0.06;0.16;0.22;1.5;4.2;2.7;3;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;873570,98;1057787,64
63;0101G12263671;101;Terron Colorado;1;263671;G12 ;Arrayan cerezo;Myrcia selloi;Myrcia selloi (Arrayan cerezo);Myrtaceae;Arbusto;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.42;0;0.04;0.04;0.1;0.15;1.8;3;1.2;2.6;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873573,76;1057786,29
64;0101G12263672;101;Terron Colorado;1;263672;G12 ;Aguacate;Persea americana;Persea americana (Aguacate);Lauraceae;Arbol;Maduro         ;N/A;Piso duro           ;Si;Escenario depor/cult               ;0.42;0;0.09;0.09;0.28;0.3;3;7;4;6;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;873569,58;1057786,3
65;0101G12263673;101;Terron Colorado;1;263673;G12 ;Nacedero, Madre de agua;Trichanthera gigantea;Trichanthera gigantea (Nacedero, Madre de agua);Acanthaceae;Arbol;Juvenil        ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.32;0;0.04;0.04;0.1;0.12;0.6;2.5;1.9;1.8;0;Ninguna;N/A;Fuste Polifurcado;3;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873562,7;1057771,78
66;0101G12263674;101;Terron Colorado;1;263674;G12 ;Nacedero, Madre de agua;Trichanthera gigantea;Trichanthera gigantea (Nacedero, Madre de agua);Acanthaceae;Arbol;Juvenil        ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.25;0;0.04;0.04;0.1;0.13;0.7;2;1.3;1.5;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Globosa        ;Alto (67 - 100%)    ;Regular ;873560,95;1057765,37
67;0101G12263675;101;Terron Colorado;1;263675;G12 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Juvenil        ;N/A;Cesped              ;No;Escenario depor/cult               ;0.47;0;0.06;0.06;0.17;0.22;2;4;2;4.5;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;873539,36;1057744,56
68;0101G12263676;101;Terron Colorado;1;263676;G12 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.32;0.27;0.09;0.09;0;0;2.2;6;3.8;4;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873534,8;1057747,82
69;0101G12263677;101;Terron Colorado;1;263677;G12 ;Guanabano;Annona muricata;Annona muricata (Guanabano);Annonaceae;Arbol;Juvenil        ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.27;0.18;0.06;0.06;0;0;1.7;3;1.3;1.8;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;873535,71;1057745,01
70;0101G12263678;101;Terron Colorado;1;263678;G12 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.28;0.19;0.06;0.06;0;0;2;5;3;4;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873536,79;1057749,28
71;0101G12263679;101;Terron Colorado;1;263679;G12 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Cesped              ;No;Escenario depor/cult               ;0.43;0.27;0.09;0.09;0;0;2.8;3.4;0.6;3.2;10;Direccion de la via;N/A;Fuste Unico;1;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873494,92;1057707,96
72;0101G12263680;101;Terron Colorado;1;263680;G12 ;Guayabo;Psidium guajava;Psidium guajava (Guayabo);Myrtaceae;Arbusto;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.57;0;0.12;0.12;0.37;0.4;2.4;5;2.6;6;10;Hacia la via;N/A;Fuste Polifurcado;2;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873495,05;1057709,76
73;0101G12263681;101;Terron Colorado;1;263681;G12 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.62;0.54;0.17;0.17;0;0;2.2;5;2.8;8.5;10;Hacia la via;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873494,73;1057724,23
74;0101G12263682;101;Terron Colorado;1;263682;G12 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;0.81;0.61;0.19;0.19;0;0;2.5;5.8;3.3;7;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;873501,41;1057722,7
75;0101G12263683;101;Terron Colorado;1;263683;G12 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Longevo        ;N/A;Piso duro           ;No;Escenario depor/cult               ;2.54;2.3;0.73;0.73;0;0;6;12;6;25;5;Otro;cancha;Fuste Unico;1;Subterranea    ;Si;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873530,58;1057766,32
76;0101G12263684;101;Terron Colorado;1;263684;G12 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;1.3;0;0.23;0.23;0.59;0.88;3;9.5;6.5;12;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873552,8;1057781,31
77;0101G12263685;101;Terron Colorado;1;263685;G12 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;1.2;0;0.14;0.14;0.33;0.54;2;4.5;2.5;6;10;Otro;cancha;Fuste Polifurcado;3;Subterranea    ;Si;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873502,84;1057783,81
78;0101G12263686;101;Terron Colorado;1;263686;G12 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Longevo        ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;6;0;0.38;0.38;0.8;1.6;2.5;10;7.5;15;30;Otro;cancha;Fuste Polifurcado;5;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873501,06;1057770,8
79;0101G12263687;101;Terron Colorado;1;263687;G12 ;Aliso de rio, Sauce playero;Tessaria integrifolia;Tessaria integrifolia (Aliso de rio, Sauce playero);Asteraceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.35;0.29;0.09;0.09;0;0;3;5;2;4;10;Hacia la via;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873498,25;1057814,04
80;0101G12263688;101;Terron Colorado;1;263688;G12 ;Higuerilla;Ricinus communis;Ricinus communis (Higuerilla);Euphorbiaceae;Arbusto;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;1.1;0;0.06;0.06;0.12;0.27;0.8;2.8;2;4;0;Ninguna;N/A;Fuste Polifurcado;7;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873505,74;1057835,98
81;0101G12263689;101;Terron Colorado;1;263689;G12 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.83;0.82;0.26;0.26;0;0;2.5;8;5.5;10;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Alto (67 - 100%)    ;Regular ;873557,12;1057914,1
82;0101G12263690;101;Terron Colorado;1;263690;G12 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.8;0.62;0.2;0.2;0;0;2.6;6;3.4;5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;873568,91;1057917,54
83;0101G12263691;101;Terron Colorado;1;263691;G12 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.8;0.66;0.21;0.21;0;0;2;5;3;4;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;873571,29;1057916,37
84;0101G12263692;101;Terron Colorado;1;263692;G12 ;Limon swinglea, Swinglea;Swinglea glutinosa;Swinglea glutinosa (Limon swinglea, Swinglea);Rutaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.42;0;0.05;0.05;0.1;0.23;1.5;5;3.5;3;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;873569,9;1057912,59
85;0101G12263693;101;Terron Colorado;1;263693;G12 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;1.65;0;0.21;0.21;0.63;0.66;3;5;2;8;10;Otro;zona verde;Fuste Polifurcado;2;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873589,43;1057944,56
86;0101G12263694;101;Terron Colorado;1;263694;G12 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Piso duro           ;Si;Escenario depor/cult               ;3.68;0;0.18;0.18;0.43;0.7;2.5;6;3.5;9;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873633,97;1057951,78
87;0101G12263695;101;Terron Colorado;1;263695;G12 ;Palma africana;Elaeis guineensis;Elaeis guineensis (Palma africana);Arecaceae;Palma;Longevo        ;N/A;Piso duro           ;No;Escenario depor/cult               ;2.7;2.25;0.72;0.72;0;0;2.5;6;3.5;7.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873638,15;1057946,9
88;0101G12263696;101;Terron Colorado;1;263696;G12 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;1;0;0.04;0.04;0.12;0.14;0.5;3.8;3.3;2;0;Ninguna;N/A;Fuste Polifurcado;7;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Regular ;873641,5;1057951,17
89;0101G12263697;101;Terron Colorado;1;263697;G12 ;Palma africana;Elaeis guineensis;Elaeis guineensis (Palma africana);Arecaceae;Palma;Longevo        ;N/A;Piso duro           ;No;Escenario depor/cult               ;2.86;1.39;0.44;0.44;0;0;5.5;9;3.5;8;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873643,31;1057957,88
90;0101G12263698;101;Terron Colorado;1;263698;G12 ;Guacimo;Guazuma ulmifolia;Guazuma ulmifolia (Guacimo);Malvaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;1.37;0;0.27;0.27;0.82;0.89;3.5;8.5;5;10;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Muerto  ;873641,99;1057957,41
91;0101G12263699;101;Terron Colorado;1;263699;G12 ;Caucho, Caucho de la India;Ficus elastica;Ficus elastica (Caucho, Caucho de la India);Moraceae;Arbol;Longevo        ;N/A;Piso duro           ;No;Escenario depor/cult               ;9.2;10;3.18;3.18;0;0;3.5;10.5;7;24;0;Ninguna;N/A;Fuste Unico;1;Aerea          ;Si;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873644,88;1057960,29
92;0101G12263700;101;Terron Colorado;1;263700;G12 ;Acacia robinia;Caesalpinia peltophoroides;Caesalpinia peltophoroides (Acacia robinia);Fabaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Escenario depor/cult               ;1.31;0;0.17;0.17;0.31;0.77;2.8;6;3.2;10;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;873645,14;1057979,64
93;0101G12263701;101;Terron Colorado;1;263701;G12 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Maduro         ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;1.3;0;0.25;0.25;0.72;0.86;3;8.5;5.5;11;10;Otro;cancha;Fuste Polifurcado;2;Subterranea    ;No;Globosa        ;Medio (34 - 66%)    ;Regular ;873613,81;1057989,8
94;0101G12263702;101;Terron Colorado;1;263702;G12 ;Chiminango;Pithecellobium dulce;Pithecellobium dulce (Chiminango);Fabaceae;Arbol;Juvenil        ;N/A;Vegetacion Emergente;No;Escenario depor/cult               ;0.28;0.19;0.06;0.06;0;0;2;3.2;1.2;2.5;10;Otro;cancha;Fuste Unico;1;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;873646,47;1057982,36
95;0101G12263703;101;Terron Colorado;1;263703;G12 ;Jagua;Genipa americana;Genipa americana (Jagua);Rubiaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Anden                              ;1.14;1.46;0.46;0.46;0;0;3;7.5;4.5;12;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873659,84;1058025,59
96;0101G12263704;101;Terron Colorado;1;263704;G12 ;Almendro;Terminalia catappa;Terminalia catappa (Almendro);Combretaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Anden                              ;1.26;1.35;0.43;0.43;0;0;5;7;2;15;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;Si;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873658,14;1058033,97
97;0101G12263705;101;Terron Colorado;1;263705;G12 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Piso duro           ;No;Anden                              ;0.72;0;0.05;0.05;0.13;0.2;1.6;5;3.4;1.8;0;Ninguna;N/A;Fuste Polifurcado;6;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Regular ;873654,55;1058041,75
98;0101G12263706;101;Terron Colorado;1;263706;G12 ;Acacia robinia;Caesalpinia peltophoroides;Caesalpinia peltophoroides (Acacia robinia);Fabaceae;Arbol;Juvenil        ;N/A;Piso duro           ;No;Anden                              ;0.5;0;0.06;0.06;0.16;0.24;2;4;2;5;0;Ninguna;N/A;Fuste Polifurcado;6;Subterranea    ;No;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873651,16;1058042,01
99;0101G12263707;101;Terron Colorado;1;263707;G12 ;Almendro;Terminalia catappa;Terminalia catappa (Almendro);Combretaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Anden                              ;0.9;0.72;0.23;0.23;0;0;5;7;2;5.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873655,8;1058043,11
100;0101G12263708;101;Terron Colorado;1;263708;G12 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Juvenil        ;N/A;Piso duro           ;No;Anden                              ;0.55;0;0.05;0.05;0.16;0.17;1.5;3.2;1.7;2.8;10;Otro;zona verde;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873660,67;1058043,72
101;0101G12263709;101;Terron Colorado;1;263709;G12 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Vegetacion Emergente;No;Anden                              ;1.15;0.25;0.08;0.08;0;0;1.7;3.5;1.8;2.4;5;Direccion de la via;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873661,46;1058055,83
102;0101G12263710;101;Terron Colorado;1;263710;G12 ;Palma de coco;Cocos nucifera;Cocos nucifera (Palma de coco);Arecaceae;Palma;Maduro         ;N/A;Piso duro           ;No;Anden                              ;0.75;0.65;0.21;0.21;0;0;6.5;8.5;2;3.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873663,94;1058058,75
103;0101G12263711;101;Terron Colorado;1;263711;G12 ;Guayacan rosado;Tabebuia rosea;Tabebuia rosea (Guayacan rosado);Bignoniaceae;Arbol;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;1.4;1.3;0.41;0.41;0;0;5;14;9;8.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873669,02;1058063,88
104;0101G12263712;101;Terron Colorado;1;263712;G12 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Longevo        ;N/A;Piso duro           ;No;Anden                              ;0.9;0;0.08;0.08;0.23;0.27;3.1;4.6;1.5;6;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873669,26;1058068,1
105;0101G12263713;101;Terron Colorado;1;263713;G12 ;Palma de yuca;Yucca filifera;Yucca filifera (Palma de yuca);Asparagaceae;Palma;Maduro         ;N/A;Piso duro           ;No;Anden                              ;0.52;0.32;0.1;0.1;0;0;0.5;2.8;2.3;1;10;Otro;N/A;Fuste Unico;1;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Regular ;873668,38;1058068,52
106;0101G12263714;101;Terron Colorado;1;263714;G12 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Piso duro           ;No;Anden                              ;0.61;0;0.06;0.06;0.14;0.25;0.8;5.8;5;3;0;Ninguna;N/A;Fuste Polifurcado;7;Subterranea    ;No;Columnar       ;Alto (67 - 100%)    ;Regular ;873670,76;1058070,41
107;0101G12263715;101;Terron Colorado;1;263715;G12 ;Acacia robinia;Caesalpinia peltophoroides;Caesalpinia peltophoroides (Acacia robinia);Fabaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Anden                              ;1.31;0;0.28;0.28;0.81;0.92;4;10;6;9;0;Ninguna;N/A;Fuste Polifurcado;2;Subterranea    ;Si;Irregular      ;Alto (67 - 100%)    ;Regular ;873669,31;1058071,72
108;0101G12263716;101;Terron Colorado;1;263716;G12 ;Dracaena roja;Dracaena fragrans;Dracaena fragrans (Dracaena roja);Asparagaceae;Planta arbustiva;Maduro         ;N/A;Piso duro           ;No;Anden                              ;0.41;0.33;0.11;0.11;0;0;3;5;2;5;15;Direccion de la via;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Muerto  ;873670,07;1058074,32
109;0101G12263717;101;Terron Colorado;1;263717;G12 ;Mamoncillo;Melicoccus bijugatus;Melicoccus bijugatus (Mamoncillo);Sapindaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Anden                              ;0.69;0.61;0.19;0.19;0;0;4;9;5;5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873668,81;1058078,36
110;0101G12263718;101;Terron Colorado;1;263718;G12 ;Leucaena;Leucaena leucocephala;Leucaena leucocephala (Leucaena);Fabaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Anden                              ;1;0.9;0.29;0.29;0;0;6.5;10;3.5;6;20;Otro;zona verde;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873668,67;1058077,74
111;0101G12263719;101;Terron Colorado;1;263719;G12 ;Acacia robinia;Caesalpinia peltophoroides;Caesalpinia peltophoroides (Acacia robinia);Fabaceae;Arbol;Longevo        ;N/A;Piso duro           ;No;Anden                              ;1.64;0;0.34;0.34;0.76;1.35;4;9.5;5.5;12;10;Otro;zona verde;Fuste Polifurcado;3;Subterranea    ;Si;Aparasolada    ;Alto (67 - 100%)    ;Regular ;873682,13;1058094,77
112;0101G12263720;101;Terron Colorado;1;263720;G12 ;Acacia robinia;Caesalpinia peltophoroides;Caesalpinia peltophoroides (Acacia robinia);Fabaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Anden                              ;1.38;0;0.24;0.24;0.66;0.86;3;10;7;6;10;Otro;zona verde;Fuste Polifurcado;2;Subterranea    ;No;Globosa        ;Alto (67 - 100%)    ;Regular ;873677,12;1058099,67
113;0101G12263721;101;Terron Colorado;1;263721;G12 ;Acacia robinia;Caesalpinia peltophoroides;Caesalpinia peltophoroides (Acacia robinia);Fabaceae;Arbol;Maduro         ;N/A;Piso duro           ;No;Anden                              ;1.12;0;0.18;0.18;0.42;0.74;4;7;3;8;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;Si;Aparasolada    ;Medio (34 - 66%)    ;Regular ;873681,13;1058095,45
114;0101G13261613;101;Terron Colorado;1;261613;G13 ;Palma areca;Dypsis lutescens;Dypsis lutescens (Palma areca);Arecaceae;Palma;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;1.57;0;0.06;0.06;0.19;0.2;0.5;2.5;2;2.8;0;Ninguna;N/A;Fuste Polifurcado;4;Subterranea    ;Si;Irregular      ;Bajo (0 - 33%)      ;Regular ;873581,43;1057682,28
115;0101G13261614;101;Terron Colorado;1;261614;G13 ;Almendro;Terminalia catappa;Terminalia catappa (Almendro);Combretaceae;Arbol;Maduro         ;N/A;Piso duro           ;Si;Anden                              ;1.03;0.8;0.25;0.25;0;0;4;6;2;6.5;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Medio (34 - 66%)    ;Regular ;873603,55;1057755,58
116;0101G13261615;101;Terron Colorado;1;261615;G13 ;Ceiba, Ceiba bruja, Ceiba de lana, Bonga;Ceiba pentandra;Ceiba pentandra (Ceiba, Ceiba bruja, Ceiba de lana, Bonga);Malvaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Parque Urbano                      ;0.85;0.82;0.26;0.26;0;0;3;4.5;1.5;5.7;0;Ninguna;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873622,65;1057846,26
117;0101G13261616;101;Terron Colorado;1;261616;G13 ;Arbol de la cruz, Ariza;Brownea ariza;Brownea ariza (Arbol de la cruz, Ariza);Fabaceae;Arbusto;Maduro         ;N/A;Cesped              ;No;Parque Urbano                      ;0.8;0;0.08;0.08;0.23;0.25;1.8;3.4;1.6;4.3;20;Hacia la casa;N/A;Fuste Polifurcado;2;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873626,07;1057851,74
118;0101G13261617;101;Terron Colorado;1;261617;G13 ;Saman, Genizaro;Albizia saman;Albizia saman (Saman, Genizaro);Fabaceae;Arbol;Maduro         ;N/A;Cesped              ;No;Parque Urbano                      ;0.95;0.57;0.18;0.18;0;0;3;4.5;1.5;7.4;10;Hacia la casa;N/A;Fuste Unico;1;Subterranea    ;No;Irregular      ;Bajo (0 - 33%)      ;Regular ;873618,56;1057850,7
119;0101G13261618;101;Terron Colorado;1;261618;G13 ;Caucho matapalo;Ficus dendrocida;Ficus dendrocida (Caucho matapalo);Moraceae;Arbol;Maduro         ;N/A;Cesped              ;No;Parque Urbano                      ;1.6;0;0.14;0.14;0.33;0.52;3;6.5;3.5;8;0;Ninguna;N/A;Fuste Polifurcado;5;Subterranea    ;Si;Irregular      ;Medio (34 - 66%)    ;Regular ;873612,02;1057850,11
