,nombre_comun,pb,pap,dap,papdel,papgrueso,altura_fuste,altura_arbol,diferencia,diametro_copa,tallos
1063,1,0.6,0.0,0.07,0.15,0.28,0.7,2.0,1.3,2.4,5
1064,1,1.2,0.0,0.05,0.1,0.23,0.5,2.2,1.7,1.5,10
1065,1,0.55,0.0,0.07,0.2,0.26,0.5,2.1,1.6,3.0,3
1066,1,0.9,0.0,0.04,0.1,0.14,0.5,2.2,1.7,2.1,13
1067,1,1.0,0.0,0.05,0.13,0.19,0.5,2.2,1.7,3.4,6
1068,1,1.05,0.0,0.06,0.11,0.27,0.5,2.1,1.6,2.8,10
1069,1,1.35,0.0,0.05,0.12,0.2,0.5,2.0,1.5,1.4,8
1070,1,1.07,0.0,0.05,0.08,0.22,0.5,2.2,1.7,2.7,10
1071,1,1.07,0.0,0.05,0.12,0.21,0.5,2.1,1.6,2.3,7
1072,1,1.03,0.0,0.06,0.12,0.24,0.5,2.2,1.7,2.5,14
1073,1,0.93,0.0,0.06,0.15,0.2,0.5,2.0,1.5,2.2,7
1074,1,0.86,0.0,0.06,0.15,0.21,0.5,2.0,1.5,1.5,8
1075,1,0.86,0.0,0.05,0.13,0.18,0.5,2.1,1.6,2.0,6
1076,1,1.06,0.0,0.05,0.1,0.23,0.5,2.1,1.6,2.0,7
1077,1,0.82,0.0,0.06,0.14,0.23,0.5,2.1,1.6,1.8,8
1078,1,1.2,0.0,0.04,0.1,0.18,0.5,2.0,1.5,2.3,14
1079,1,0.6,0.0,0.04,0.1,0.17,0.5,2.0,1.5,2.2,10
1080,1,1.0,0.0,0.04,0.12,0.16,0.5,2.0,1.5,2.2,9
1081,1,0.8,0.0,0.05,0.13,0.2,0.5,2.0,1.5,2.1,9
1082,1,0.86,0.0,0.04,0.07,0.18,0.5,2.0,1.5,3.0,10
1083,1,0.75,0.0,0.07,0.18,0.28,0.5,2.0,1.5,3.0,6
1084,1,1.1,0.0,0.05,0.13,0.17,0.5,2.0,1.5,2.1,6
1085,1,0.88,0.0,0.03,0.05,0.16,0.5,2.0,1.5,1.5,7
1086,1,1.35,0.0,0.05,0.14,0.18,0.5,2.1,1.6,3.0,12
1087,1,1.16,0.87,0.28,0.0,0.0,3.5,7.0,3.5,10.5,1
1088,2,0.95,0.73,0.23,0.0,0.0,3.2,5.0,1.8,8.4,1
1089,2,2.3,0.0,0.09,0.22,0.32,2.1,4.5,2.4,4.2,5
1090,2,1.48,0.0,0.08,0.23,0.3,2.5,4.7,2.2,6.0,4
1091,2,1.8,0.0,0.09,0.21,0.33,2.5,6.4,3.9,6.0,6
1092,2,2.83,0.0,0.06,0.13,0.23,2.0,4.2,2.2,5.0,23
1093,2,1.8,0.0,0.07,0.22,0.25,0.7,2.5,1.8,2.3,3
1094,1,0.56,0.0,0.07,0.16,0.28,1.6,2.5,0.9,4.6,7
1095,1,1.08,0.0,0.19,0.6,0.62,6.0,10.0,4.0,5.6,2
1096,1,0.58,0.0,0.11,0.28,0.4,4.0,8.0,4.0,3.8,2
1097,1,0.3,0.18,0.06,0.0,0.0,3.0,6.0,3.0,1.5,1
1098,1,0.97,0.0,0.1,0.23,0.4,4.0,8.0,4.0,6.0,5
1099,1,1.08,0.0,0.13,0.28,0.53,4.0,8.0,4.0,7.1,3
1100,1,1.16,0.0,0.13,0.38,0.45,5.0,10.0,5.0,6.8,6
1101,1,0.8,0.0,0.11,0.16,0.56,5.0,10.0,5.0,7.5,3
1102,1,0.86,0.0,0.11,0.18,0.5,5.0,10.0,5.0,8.0,3
1103,1,0.8,0.0,0.08,0.17,0.32,5.0,9.0,4.0,6.0,2
1104,1,1.0,0.0,0.18,0.25,0.88,5.0,9.0,4.0,8.6,2
1105,1,1.18,0.92,0.29,0.0,0.0,5.0,10.0,5.0,8.7,1
1106,1,0.83,0.41,0.13,0.0,0.0,5.0,10.0,5.0,5.8,1
1107,1,0.9,0.0,0.14,0.2,0.67,5.0,10.0,5.0,7.8,2
1108,1,0.8,0.0,0.1,0.29,0.32,4.0,8.0,4.0,7.2,3
1109,1,0.44,0.27,0.09,0.0,0.0,3.0,6.2,3.2,6.0,1
1110,1,0.7,0.0,0.12,0.3,0.45,4.0,8.0,4.0,8.7,2
1111,1,0.9,0.6,0.19,0.0,0.0,5.0,9.0,4.0,7.5,1
1112,1,0.68,0.0,0.07,0.11,0.32,4.0,8.0,4.0,7.8,4
1113,2,1.8,0.0,0.07,0.23,0.24,1.8,4.0,2.2,4.2,5
1114,2,2.7,0.0,0.13,0.34,0.45,4.0,7.0,3.0,6.3,3
1115,1,1.2,0.0,0.04,0.1,0.18,1.7,3.8,2.1,4.0,14
1116,1,1.1,0.0,0.06,0.1,0.27,1.7,3.6,1.9,3.5,12
1117,1,0.75,0.0,0.06,0.15,0.25,1.5,3.5,2.0,4.2,7
1118,1,0.68,0.0,0.05,0.12,0.18,1.5,3.6,2.1,2.7,9
1119,1,0.51,0.0,0.04,0.1,0.17,1.6,3.6,2.0,2.1,9
1120,1,0.61,0.0,0.05,0.12,0.2,1.5,3.5,2.0,2.5,10
1121,1,0.55,0.0,0.06,0.15,0.22,1.6,3.7,2.1,4.2,9
1122,1,0.75,0.0,0.05,0.15,0.18,1.5,2.4,0.9,3.0,7
1123,1,0.68,0.0,0.05,0.12,0.18,1.6,2.7,1.1,2.8,8
1124,1,1.3,0.0,0.22,0.56,0.84,4.5,8.5,4.0,8.0,2
1125,2,1.54,0.0,0.09,0.25,0.29,2.5,5.2,2.7,5.0,8
1126,2,1.16,0.0,0.09,0.24,0.32,3.5,6.0,2.5,5.0,3
1127,2,2.36,0.0,0.09,0.23,0.34,5.0,6.8,1.8,7.0,8
1128,2,2.56,0.0,0.06,0.17,0.22,2.0,2.8,0.8,6.5,6
1129,2,0.77,0.0,0.05,0.12,0.19,0.4,1.5,1.1,3.0,4
1130,2,1.95,0.0,0.06,0.13,0.26,2.0,2.8,0.8,4.8,11
1131,2,2.3,0.0,0.06,0.15,0.23,2.0,2.8,0.8,5.0,14
1132,2,0.77,0.0,0.05,0.12,0.21,2.0,2.6,0.6,3.5,4
1133,2,1.72,0.0,0.08,0.17,0.31,3.0,4.2,1.2,5.5,8
1134,2,1.46,0.0,0.08,0.16,0.34,3.0,4.0,1.0,4.5,5
1135,2,2.66,0.0,0.08,0.16,0.33,3.5,4.7,1.2,5.5,10
1136,1,1.62,0.0,0.26,0.8,0.84,6.0,9.0,3.0,8.5,2
1137,1,0.77,0.0,0.13,0.36,0.46,3.5,6.5,3.0,6.0,2
1138,0,2.01,1.51,0.48,0.0,0.0,4.0,6.0,2.0,9.0,1
1139,0,1.72,1.12,0.36,0.0,0.0,4.0,6.0,2.0,8.0,1
1140,0,1.89,1.33,0.42,0.0,0.0,3.5,5.5,2.0,9.0,1
1141,0,1.87,1.64,0.52,0.0,0.0,4.2,6.5,2.3,6.0,1
1142,0,2.3,1.95,0.62,0.0,0.0,7.0,9.5,2.5,10.0,1
1143,0,1.4,0.59,0.19,0.0,0.0,2.5,6.0,3.5,8.0,1
1144,0,1.72,1.27,0.4,0.0,0.0,3.0,5.5,2.5,7.0,1
1145,0,1.2,1.17,0.37,0.0,0.0,5.5,8.0,2.5,10.0,1
1146,0,2.04,1.45,0.46,0.0,0.0,2.5,5.0,2.5,3.0,1
1147,1,1.43,0.0,0.2,0.62,0.63,3.0,7.0,4.0,10.0,2
1148,1,1.95,0.0,0.08,0.2,0.28,1.2,2.4,1.2,3.6,11
1149,2,0.53,0.0,0.07,0.16,0.27,1.8,2.5,0.7,3.0,2
1150,2,1.43,0.0,0.06,0.14,0.25,1.4,2.2,0.8,4.0,5
1151,2,0.53,0.0,0.04,0.12,0.12,1.0,1.8,0.8,2.0,4
1152,1,1.93,1.45,0.46,0.0,0.0,3.0,10.0,7.0,10.0,1
1153,2,1.3,0.0,0.04,0.08,0.17,1.5,3.5,2.0,3.5,9
1154,1,1.48,0.82,0.26,0.0,0.0,4.0,6.5,2.5,7.0,1
1155,1,1.68,0.67,0.21,0.0,0.0,2.5,5.5,3.0,7.0,1
1156,2,1.2,0.0,0.05,0.14,0.18,1.0,3.0,2.0,4.0,4
1157,1,1.68,1.37,0.44,0.0,0.0,2.3,11.0,8.7,9.0,1
1158,2,0.83,0.0,0.04,0.11,0.16,0.1,2.2,2.1,3.0,3
1159,1,1.94,1.0,0.32,0.0,0.0,2.2,8.0,5.8,7.0,1
1160,1,1.92,0.0,0.35,1.04,1.16,1.3,6.0,4.7,5.0,2
1161,1,2.04,1.45,0.46,0.0,0.0,3.5,8.0,4.5,9.0,1
1162,2,1.17,0.0,0.04,0.09,0.16,1.0,3.5,2.5,3.5,8
1163,1,2.15,0.0,0.25,0.65,0.91,1.4,10.0,8.6,9.5,2
1164,2,2.92,0.0,0.07,0.12,0.31,1.1,5.5,4.4,5.0,13
1165,2,2.0,0.0,0.06,0.16,0.21,1.4,4.5,3.1,5.0,8
1166,1,1.82,0.0,0.3,0.62,1.26,2.4,12.0,9.6,16.0,3
1167,1,2.3,1.05,0.33,0.0,0.0,3.0,9.0,6.0,6.5,1
1168,2,2.34,0.0,0.07,0.12,0.33,2.15,6.0,3.85,4.5,14
1169,2,1.68,0.0,0.08,0.25,0.28,2.2,5.0,2.8,3.5,2
1170,2,1.0,0.0,0.08,0.24,0.25,2.0,4.0,2.0,4.5,2
1171,2,1.52,0.0,0.05,0.12,0.19,1.1,3.0,1.9,4.0,7
1172,1,2.32,0.0,0.33,0.98,1.07,5.5,11.0,5.5,9.0,2
1173,1,2.07,1.86,0.59,0.0,0.0,6.0,10.0,4.0,14.0,1
1174,1,1.8,1.18,0.38,0.0,0.0,6.5,12.0,5.5,8.0,1
1175,1,1.74,1.22,0.39,0.0,0.0,5.5,11.0,5.5,6.5,1
1176,1,1.7,0.0,0.32,0.98,1.01,5.5,11.0,5.5,12.0,2
1177,1,1.34,1.33,0.42,0.0,0.0,3.5,11.0,7.5,8.0,1
1178,1,1.44,0.0,0.25,0.73,0.86,3.0,11.0,8.0,8.0,2
1179,1,1.57,0.0,0.27,0.84,0.87,1.85,5.5,3.65,4.5,2
1180,2,1.38,0.0,0.05,0.11,0.22,1.0,3.2,2.2,3.5,10
1181,2,2.0,0.0,0.03,0.07,0.1,0.3,2.0,1.7,2.0,12
1182,1,1.58,1.26,0.4,0.0,0.0,2.2,5.0,2.8,7.0,1
1183,1,2.11,0.0,0.33,0.9,1.17,2.5,9.5,7.0,8.0,3
1184,2,0.94,0.0,0.03,0.08,0.12,0.5,2.0,1.5,2.0,5
1185,2,1.12,0.0,0.05,0.09,0.22,0.5,1.7,1.2,3.0,4
1186,1,1.66,1.41,0.45,0.0,0.0,2.5,10.0,7.5,7.0,1
1187,2,2.55,0.0,0.06,0.15,0.22,1.0,2.5,1.5,3.5,7
1188,2,1.53,0.0,0.04,0.09,0.14,1.0,2.7,1.7,2.5,15
1189,2,0.7,0.0,0.05,0.09,0.25,2.5,3.5,1.0,3.5,4
1190,1,0.74,0.0,0.1,0.24,0.37,1.3,4.0,2.7,3.0,2
1191,1,0.84,0.72,0.23,0.0,0.0,1.2,4.0,2.8,4.0,1
1192,1,0.86,0.0,0.08,0.16,0.33,1.3,3.5,2.2,2.3,3
1193,1,0.58,0.74,0.24,0.0,0.0,1.75,3.5,1.75,3.0,1
1194,1,0.66,0.0,0.11,0.3,0.36,1.3,3.5,2.2,2.0,2
1195,1,0.63,0.0,0.07,0.16,0.25,1.2,2.4,1.2,2.0,3
1196,2,0.3,0.27,0.09,0.0,0.0,3.5,5.5,2.0,2.5,1
1197,2,0.28,0.2,0.06,0.0,0.0,2.0,4.0,2.0,2.5,1
1198,2,1.57,0.0,0.05,0.12,0.18,1.0,2.5,1.5,2.5,11
1199,2,1.57,0.0,0.05,0.14,0.17,0.8,3.8,3.0,4.0,7
1200,2,0.95,0.0,0.1,0.32,0.33,6.0,7.5,1.5,5.5,2
1201,2,1.93,0.0,0.07,0.14,0.31,4.5,6.0,1.5,6.5,16
1202,2,1.41,0.0,0.06,0.13,0.22,1.0,3.0,2.0,3.5,7
1203,2,0.9,0.0,0.05,0.1,0.2,1.75,3.2,1.45,3.5,2
1204,2,0.28,0.27,0.09,0.0,0.0,2.3,3.2,0.9,2.4,1
1205,2,1.8,0.0,0.09,0.24,0.31,2.1,3.7,1.6,3.4,3
1206,2,1.98,0.0,0.07,0.18,0.29,2.0,4.2,2.2,5.0,10
1207,2,0.3,0.25,0.08,0.0,0.0,2.1,3.2,1.1,2.6,1
1208,2,1.4,0.0,0.07,0.18,0.24,1.25,3.4,2.15,3.6,3
1209,2,0.52,0.0,0.07,0.23,0.24,2.0,3.4,1.4,3.4,2
1210,2,2.0,0.0,0.08,0.2,0.29,1.4,4.0,2.6,5.0,10
1211,2,0.33,0.31,0.1,0.0,0.0,2.4,3.3,0.9,3.6,1
1212,2,2.0,0.0,0.07,0.19,0.25,2.0,3.2,1.2,4.1,6
1213,1,1.77,0.0,0.04,0.12,0.16,1.2,2.3,1.1,2.6,11
1214,2,2.09,0.0,0.07,0.16,0.25,2.7,5.0,2.3,5.4,7
1215,2,1.43,0.0,0.05,0.14,0.15,3.0,4.5,1.5,6.0,9
1216,2,1.62,0.0,0.06,0.13,0.26,1.8,5.0,3.2,4.5,8
1217,1,1.1,1.0,0.32,0.0,0.0,1.7,3.7,2.0,3.2,1
1218,1,0.4,0.0,0.11,0.26,0.43,0.4,3.7,3.3,3.0,7
1219,1,0.8,0.0,0.12,0.24,0.52,0.7,3.7,3.0,1.4,2
1220,1,0.29,0.0,0.08,0.15,0.38,0.8,3.7,2.9,2.1,5
1221,1,0.75,0.0,0.08,0.15,0.38,0.8,3.7,2.9,2.4,5
1222,1,0.65,0.0,0.07,0.14,0.3,1.0,3.7,2.7,1.9,3
1223,1,0.82,0.0,0.13,0.23,0.56,0.6,3.7,3.1,2.4,4
1224,1,0.55,0.0,0.06,0.18,0.21,1.8,3.7,1.9,2.1,4
1225,1,0.94,0.0,0.08,0.13,0.36,1.8,3.2,1.4,2.3,8
1226,1,0.8,0.0,0.13,0.3,0.5,1.9,3.2,1.3,1.9,7
1227,1,0.97,0.0,0.13,0.15,0.68,0.6,3.2,2.6,2.8,5
1228,1,1.67,0.0,0.08,0.18,0.3,2.0,4.2,2.2,4.2,4
1229,1,1.5,0.0,0.32,0.12,1.9,1.2,3.4,2.2,1.9,25
1230,1,1.15,0.0,0.14,0.28,0.6,2.2,3.7,1.5,2.8,4
1231,2,0.83,0.0,0.07,0.23,0.23,1.7,2.8,1.1,3.4,2
1232,1,1.52,0.0,0.29,0.84,0.99,2.0,3.3,1.3,3.8,2
1233,1,2.05,0.0,0.42,1.16,1.47,1.85,3.3,1.45,3.3,2
1234,1,1.15,0.8,0.25,0.0,0.0,1.3,2.8,1.5,2.3,1
1235,1,1.73,0.0,0.08,0.16,0.33,1.9,3.5,1.6,3.2,11
1236,2,1.76,0.0,0.08,0.23,0.3,0.8,3.0,2.2,4.0,8
1237,2,2.4,0.0,0.07,0.17,0.26,1.2,3.4,2.2,4.6,12
1238,1,2.12,0.0,0.24,0.66,0.86,3.0,10.0,7.0,8.1,3
1239,1,1.13,0.83,0.26,0.0,0.0,3.0,8.5,5.5,6.8,1
1240,1,1.2,0.0,0.21,0.63,0.67,3.3,7.8,4.5,8.7,2
1241,1,1.1,0.0,0.17,0.38,0.7,3.0,6.5,3.5,8.3,6
1242,1,1.66,0.0,0.27,0.68,1.0,4.0,8.6,4.6,9.4,3
1243,1,1.65,0.0,0.2,0.6,0.63,2.8,7.4,4.6,6.1,3
1244,1,1.7,0.0,0.2,0.42,0.86,4.0,8.5,4.5,8.0,2
1245,1,1.63,1.45,0.46,0.0,0.0,2.0,5.2,3.2,3.4,1
1246,1,1.5,0.0,0.21,0.52,0.8,3.0,5.0,2.0,7.6,2
1247,1,1.45,0.0,0.28,0.77,1.0,4.0,8.0,4.0,9.5,2
1248,1,1.5,0.0,0.26,0.67,0.94,4.0,8.0,4.0,7.2,2
1249,1,1.43,0.0,0.26,0.8,0.83,5.0,11.15,6.15,9.9,3
1250,1,0.95,0.0,0.12,0.36,0.41,3.0,6.0,3.0,7.0,3
1251,2,1.2,0.0,0.08,0.23,0.26,4.0,4.5,0.5,3.0,2
1252,2,0.21,0.13,0.04,0.0,0.0,1.0,1.9,0.9,1.5,1
1253,1,0.8,0.0,0.63,0.95,3.0,6.0,7.0,1.0,7.0,3
1254,1,1.18,0.0,0.16,0.26,0.74,2.0,9.0,7.0,8.0,3
1255,2,1.32,0.0,0.05,0.12,0.19,0.5,4.0,3.5,2.5,5
1256,2,2.19,0.0,0.08,0.16,0.32,1.7,5.3,3.6,5.0,7
1257,2,1.35,0.0,0.05,0.16,0.17,1.0,2.6,1.6,2.5,4
1258,2,1.72,0.0,0.07,0.17,0.29,2.2,7.3,5.1,4.0,8
1259,2,1.04,0.0,0.07,0.19,0.22,3.3,6.2,2.9,3.2,4
1260,1,1.71,1.39,0.44,0.0,0.0,5.5,9.1,3.6,6.2,1
1261,1,2.36,0.0,0.42,1.14,1.51,6.0,9.3,3.3,8.2,2
1262,1,2.33,0.0,0.42,1.17,1.46,6.1,9.1,3.0,5.8,2
1263,1,1.47,1.03,0.33,0.0,0.0,4.5,8.7,4.2,9.3,1
1264,2,1.19,0.0,0.07,0.19,0.23,1.0,2.6,1.6,2.8,2
1265,2,2.09,0.0,0.07,0.15,0.32,2.5,6.0,3.5,8.0,14
1266,2,1.42,0.0,0.1,0.3,0.31,3.0,6.0,3.0,5.9,5
1267,2,2.72,0.0,0.07,0.2,0.27,3.0,5.9,2.9,7.5,14
1268,2,1.97,0.0,0.06,0.12,0.27,2.0,4.2,2.2,4.2,5
1269,2,1.98,0.0,0.07,0.19,0.28,2.0,4.5,2.5,5.1,8
1270,2,0.82,0.0,0.06,0.15,0.24,1.7,3.1,1.4,2.1,2
1271,2,0.51,0.2,0.06,0.0,0.0,2.5,3.4,0.9,2.5,1
1272,1,1.83,0.0,0.4,1.14,1.38,4.0,10.0,6.0,12.4,2
1273,1,1.58,0.0,0.26,0.75,0.91,3.5,9.5,6.0,8.3,2
1274,1,1.98,0.0,0.41,0.98,1.57,3.5,9.5,6.0,12.0,2
1275,1,2.2,0.0,0.37,1.1,1.21,4.5,9.5,5.0,14.0,2
1276,1,2.19,2.47,0.79,0.0,0.0,5.0,8.7,3.7,13.4,1
1277,2,0.8,0.0,0.07,0.2,0.26,3.6,4.4,0.8,4.3,4
1278,2,1.76,0.0,0.08,0.23,0.28,2.5,4.3,1.8,5.0,4
1279,1,1.15,0.0,0.18,0.54,0.6,2.5,5.8,3.3,7.0,2
1280,1,1.3,0.92,0.29,0.0,0.0,2.8,6.5,3.7,4.3,1
1281,1,1.94,2.0,0.64,0.0,0.0,2.5,7.0,4.5,8.5,1
1282,1,1.12,0.9,0.29,0.0,0.0,2.6,7.5,4.9,8.0,1
1283,1,1.6,1.2,0.38,0.0,0.0,3.2,8.0,4.8,10.0,1
1284,1,1.7,0.0,0.23,0.68,0.75,3.0,8.0,5.0,7.0,3
1285,1,2.1,0.0,0.43,1.0,1.7,3.0,8.5,5.5,9.0,2
1286,1,1.92,0.0,0.23,0.54,0.89,4.1,8.8,4.7,9.0,3
1287,1,1.75,0.0,0.31,0.78,1.15,2.7,6.5,3.8,8.2,2
1288,1,1.55,0.8,0.25,0.0,0.0,3.5,7.6,4.1,8.0,1
1289,1,2.15,0.0,0.33,0.79,1.28,3.5,7.0,3.5,9.0,2
1290,1,1.9,1.56,0.5,0.0,0.0,3.6,5.0,1.4,6.1,1
1291,1,1.55,0.0,0.25,0.77,0.8,3.9,8.0,4.1,8.0,2
1292,1,1.57,1.27,0.4,0.0,0.0,3.1,8.0,4.9,7.4,1
1293,1,1.43,0.92,0.29,0.0,0.0,4.1,6.9,2.8,5.0,1
1294,1,1.86,0.0,0.27,0.58,1.12,2.8,8.5,5.7,9.0,3
1295,1,1.59,0.0,0.29,0.9,0.95,2.4,8.0,5.6,9.0,2
1296,1,1.84,0.0,0.29,0.86,0.98,2.9,8.0,5.1,9.0,2
1297,1,1.79,1.57,0.5,0.0,0.0,2.8,8.4,5.6,8.7,1
1298,1,1.66,0.95,0.3,0.0,0.0,2.7,8.4,5.7,9.7,1
1299,2,1.93,0.0,0.05,0.14,0.17,1.7,2.8,1.1,4.1,10
1300,1,1.95,0.0,0.42,0.77,1.86,2.6,8.3,5.7,9.0,2
1301,1,1.48,0.0,0.23,0.59,0.85,2.8,6.5,3.7,6.9,2
1302,1,1.71,1.69,0.54,0.0,0.0,3.0,7.4,4.4,8.0,1
1303,1,1.5,1.17,0.37,0.0,0.0,2.7,7.4,4.7,9.0,1
1304,0,1.75,1.13,0.36,0.0,0.0,2.8,5.7,2.9,7.0,1
1305,1,1.2,0.0,0.21,0.58,0.77,2.5,4.5,2.0,7.0,2
1306,1,1.76,0.0,0.21,0.6,0.75,2.3,5.1,2.8,5.6,3
1307,1,1.82,0.0,0.31,0.73,1.19,2.1,6.4,4.3,7.5,3
1308,1,1.59,0.0,0.24,0.73,0.78,4.3,6.5,2.2,8.0,3
1309,1,1.7,0.0,0.23,0.69,0.77,2.7,6.8,4.1,7.4,2
1310,1,1.8,0.0,0.25,0.72,0.82,3.9,7.3,3.4,8.0,3
1311,1,1.66,0.0,0.37,0.98,1.34,2.4,7.9,5.5,8.4,5
1312,1,2.73,0.0,0.1,0.28,0.36,1.9,4.5,2.6,7.0,5
1313,1,2.34,2.16,0.69,0.0,0.0,5.0,10.0,5.0,8.6,1
1314,1,1.33,0.0,0.29,0.76,1.09,3.5,7.0,3.5,4.5,2
1315,1,1.78,0.0,0.38,1.06,1.34,5.0,9.0,4.0,9.2,2
1316,1,1.29,0.0,0.11,0.23,0.47,3.0,9.0,6.0,5.3,4
1317,1,1.76,0.0,0.23,0.7,0.76,5.1,9.0,3.9,5.5,2
1318,1,1.76,0.0,0.25,0.61,0.95,4.5,8.3,3.8,6.1,2
1319,1,1.73,0.0,0.2,0.49,0.76,3.5,7.1,3.6,6.1,4
1320,1,1.98,0.0,0.24,0.59,0.9,4.1,7.3,3.2,8.5,4
1321,1,1.59,1.05,0.33,0.0,0.0,2.7,5.0,2.3,6.0,1
1322,1,1.98,0.0,0.23,0.66,0.81,3.1,6.5,3.4,7.8,3
1323,1,1.63,0.0,0.29,0.66,1.19,4.1,8.1,4.0,8.5,2
1324,1,0.94,0.44,0.14,0.0,0.0,2.1,4.3,2.2,3.1,1
1325,1,1.5,1.13,0.36,0.0,0.0,5.6,11.0,5.4,10.3,1
1326,1,1.85,0.0,0.26,0.75,0.86,4.7,7.3,2.6,5.6,2
1327,1,1.77,0.0,0.2,0.54,0.72,3.2,7.9,4.7,5.3,3
1328,1,1.42,0.0,0.16,0.49,0.52,4.0,6.8,2.8,4.7,2
1329,1,1.68,0.0,0.21,0.59,0.7,4.1,7.5,3.4,6.5,2
1330,1,1.23,1.09,0.35,0.0,0.0,2.1,6.1,4.0,4.1,1
1331,1,1.83,1.3,0.41,0.0,0.0,2.1,6.1,4.0,6.5,1
1332,1,0.93,0.49,0.16,0.0,0.0,2.8,4.2,1.4,4.2,1
1333,1,1.39,0.0,0.25,0.65,0.89,3.1,6.1,3.0,4.1,2
1334,1,0.96,0.0,0.17,0.46,0.59,3.8,5.3,1.5,3.5,2
1335,2,1.6,0.0,0.08,0.2,0.32,1.7,3.9,2.2,3.2,5
1336,1,1.05,2.0,0.64,0.0,0.0,4.8,8.3,3.5,5.9,1
1337,1,1.94,1.42,0.45,0.0,0.0,4.2,7.9,3.7,4.1,1
1338,0,2.38,1.41,0.45,0.0,0.0,11.5,13.0,1.5,4.9,1
1339,1,2.39,0.0,0.37,0.97,1.34,5.9,11.0,5.1,8.3,2
1340,2,1.26,0.0,0.05,0.1,0.2,1.9,3.5,1.6,3.0,6
1341,1,0.87,0.0,0.19,0.46,0.76,4.0,8.0,4.0,8.0,4
1342,0,2.35,1.68,0.53,0.0,0.0,13.0,16.0,3.0,6.0,1
1343,1,1.93,1.14,0.36,0.0,0.0,4.0,7.0,3.0,5.0,1
1344,1,1.75,0.0,0.32,0.89,1.14,2.0,8.0,6.0,5.0,3
1345,1,2.04,0.0,0.31,0.88,1.06,6.0,11.0,5.0,7.0,2
1346,1,1.62,0.8,0.25,0.0,0.0,4.0,8.0,4.0,6.0,1
1347,1,1.7,0.0,0.19,0.5,0.69,3.0,7.0,4.0,5.0,4
1348,1,1.76,0.0,0.32,0.82,1.21,3.0,8.0,5.0,6.0,2
1349,1,1.81,0.0,0.29,0.85,0.95,6.0,9.0,3.0,6.0,2
1350,1,1.91,0.89,0.28,0.0,0.0,6.0,8.0,2.0,12.0,1
1351,1,1.81,0.0,0.28,0.71,1.05,4.5,8.0,3.5,7.0,2
1352,1,1.38,0.0,0.23,0.56,0.87,3.0,8.0,5.0,6.0,2
1353,1,1.94,1.78,0.57,0.0,0.0,6.0,8.0,2.0,7.0,1
1354,1,1.95,0.0,0.32,0.89,1.14,6.0,10.0,4.0,10.0,2
1355,1,1.8,0.0,0.32,0.84,1.18,4.0,8.5,4.5,5.0,5
1356,1,1.33,0.0,0.14,0.33,0.54,3.0,8.0,5.0,6.0,5
1357,1,2.36,0.0,0.32,0.93,1.1,3.0,10.0,7.0,8.0,2
1358,1,1.83,0.0,0.35,1.05,1.12,4.0,8.0,4.0,8.0,2
1359,1,1.54,0.0,0.28,0.89,0.89,3.0,8.0,5.0,4.0,2
1360,1,1.8,0.0,0.23,0.67,0.75,3.5,8.0,4.5,4.0,3
1361,1,1.7,0.0,0.32,0.88,1.14,3.0,5.0,2.0,6.0,2
1362,1,1.78,0.73,0.23,0.0,0.0,4.0,7.0,3.0,4.0,1
1363,1,1.66,0.0,0.26,0.72,0.91,2.5,8.0,5.5,3.0,2
1364,1,1.89,1.3,0.41,0.0,0.0,3.0,10.0,7.0,10.0,1
1365,1,2.1,0.0,0.34,0.68,1.44,3.0,9.0,6.0,10.0,3
1366,1,2.1,2.2,0.7,0.0,0.0,2.0,4.0,2.0,3.0,1
1367,0,1.8,1.25,0.4,0.0,0.0,12.0,14.0,2.0,6.0,1
1368,2,1.36,0.0,0.07,0.12,0.29,4.0,5.5,1.5,6.0,2
1369,1,1.28,1.03,0.33,0.0,0.0,2.0,3.5,1.5,2.5,1
1370,1,1.28,0.98,0.31,0.0,0.0,2.2,3.6,1.4,2.5,1
1371,2,1.56,0.0,0.07,0.15,0.28,1.5,4.5,3.0,4.0,5
1372,1,1.8,1.85,0.59,0.0,0.0,4.0,10.0,6.0,10.0,1
1373,1,1.83,1.45,0.46,0.0,0.0,4.0,12.0,8.0,10.0,1
1374,1,1.75,0.0,0.21,0.64,0.68,2.2,7.0,4.8,6.0,2
1375,1,1.35,0.0,0.22,0.62,0.74,2.0,7.0,5.0,6.0,2
1376,1,1.07,0.0,0.17,0.52,0.57,2.0,6.0,4.0,5.0,2
1377,1,1.18,0.57,0.18,0.0,0.0,2.0,7.0,5.0,4.0,1
1378,1,1.1,0.0,0.17,0.5,0.56,2.2,5.5,3.3,4.0,2
1379,1,1.43,0.0,0.23,0.42,1.0,2.5,6.0,3.5,5.0,2
1380,1,1.85,0.0,0.26,0.81,0.81,4.0,8.0,4.0,8.0,2
1381,1,2.5,0.0,0.24,0.46,1.05,2.3,8.0,5.7,7.0,5
1382,1,2.1,0.0,0.37,1.1,1.2,4.0,7.0,3.0,6.0,2
1383,1,2.0,0.0,0.27,0.8,0.9,3.0,8.0,5.0,8.0,3
1384,1,1.76,1.18,0.38,0.0,0.0,4.0,9.0,5.0,8.0,1
1385,1,1.72,1.15,0.37,0.0,0.0,5.0,10.0,5.0,8.0,1
1386,1,1.0,0.59,0.19,0.0,0.0,6.0,9.0,3.0,5.0,1
